Group00_Index,Channel_Name,Crate,Card,Channel,Vset,Enabled,Flagged,Groups,,,,,,
516,MRD_x0_y4_z12,2,6,4,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy2,large,pulses,,,,
517,MRD_x0_y5_z12,2,6,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
518,MRD_x0_y6_z12,2,6,6,-1900,1,0,GROUP00;ACTIVE;MRD;LeCroy2,large,pulses,,,,
519,MRD_x0_y7_z12,2,6,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
520,MRD_x0_y8_z12,2,6,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
521,MRD_x0_y9_z12,2,6,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
522,MRD_x0_y10_z12,2,6,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
523,MRD_x0_y11_z12,2,6,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
524,MRD_x0_y12_z12,2,6,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
525,CH_2_6_13,2,6,13,0,1,0,GROUP00;LeCroy2,,,,,,
526,CH_2_6_14,2,6,14,0,1,0,GROUP00;LeCroy2,,,,,,
527,CH_2_6_15,2,6,15,0,1,0,GROUP00;LeCroy2,,,,,,
528,MRD_x1_y0_z12,2,7,0,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
529,MRD_x1_y1_z12,2,7,1,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
530,MRD_x1_y2_z12,2,7,2,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
531,MRD_x1_y3_z12,2,7,3,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
532,MRD_x1_y4_z12,2,7,4,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
533,MRD_x1_y5_z12,2,7,5,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
534,MRD_x1_y6_z12,2,7,6,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
535,MRD_x1_y7_z12,2,7,7,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
536,MRD_x1_y8_z12,2,7,8,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
537,MRD_x1_y9_z12,2,7,9,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
538,MRD_x1_y10_z12,2,7,10,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
539,MRD_x1_y11_z12,2,7,11,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
540,MRD_x1_y12_z12,2,7,12,-2100,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
541,CH_2_7_13,2,7,13,0,1,0,GROUP00;LeCroy2,,,,,,
542,CH_2_7_14,2,7,14,0,1,0,GROUP00;LeCroy2,,,,,,
543,CH_2_7_15,2,7,15,0,1,0,GROUP00;LeCroy2,,,,,,
544,CH_2_8_0,2,8,0,0,1,0,GROUP00;LeCroy2,,,,,,
545,CH_2_8_1,2,8,1,0,1,0,GROUP00;LeCroy2,,,,,,
546,CH_2_8_2,2,8,2,0,1,0,GROUP00;LeCroy2,,,,,,
547,CH_2_8_3,2,8,3,0,1,0,GROUP00;LeCroy2,,,,,,
548,CH_2_8_4,2,8,4,0,1,0,GROUP00;LeCroy2,,,,,,
549,CH_2_8_5,2,8,5,0,1,0,GROUP00;LeCroy2,,,,,,
550,CH_2_8_6,2,8,6,0,1,0,GROUP00;LeCroy2,,,,,,
551,CH_2_8_7,2,8,7,0,1,0,GROUP00;LeCroy2,,,,,,
552,CH_2_8_8,2,8,8,0,1,0,GROUP00;LeCroy2,,,,,,
553,CH_2_8_9,2,8,9,0,1,0,GROUP00;LeCroy2,,,,,,
554,CH_2_8_10,2,8,10,0,1,0,GROUP00;LeCroy2,,,,,,
555,CH_2_8_11,2,8,11,0,1,0,GROUP00;LeCroy2,,,,,,
556,CH_2_8_12,2,8,12,0,1,0,GROUP00;LeCroy2,,,,,,
557,CH_2_8_13,2,8,13,0,1,0,GROUP00;LeCroy2,,,,,,
558,CH_2_8_14,2,8,14,0,1,0,GROUP00;LeCroy2,,,,,,
559,CH_2_8_15,2,8,15,0,1,0,GROUP00;LeCroy2,,,,,,
560,CH_2_9_0,2,9,0,0,1,0,GROUP00;LeCroy2,,,,,,
561,CH_2_9_1,2,9,1,0,1,0,GROUP00;LeCroy2,,,,,,
562,CH_2_9_2,2,9,2,0,1,0,GROUP00;LeCroy2,,,,,,
563,CH_2_9_3,2,9,3,0,1,0,GROUP00;LeCroy2,,,,,,
564,CH_2_9_4,2,9,4,0,1,0,GROUP00;LeCroy2,,,,,,
565,CH_2_9_5,2,9,5,0,1,0,GROUP00;LeCroy2,,,,,,
566,CH_2_9_6,2,9,6,0,1,0,GROUP00;LeCroy2,,,,,,
567,CH_2_9_7,2,9,7,0,1,0,GROUP00;LeCroy2,,,,,,
568,CH_2_9_8,2,9,8,0,1,0,GROUP00;LeCroy2,,,,,,
569,CH_2_9_9,2,9,9,0,1,0,GROUP00;LeCroy2,,,,,,
570,CH_2_9_10,2,9,10,0,1,0,GROUP00;LeCroy2,,,,,,
571,CH_2_9_11,2,9,11,0,1,0,GROUP00;LeCroy2,,,,,,
572,CH_2_9_12,2,9,12,0,1,0,GROUP00;LeCroy2,,,,,,
573,CH_2_9_13,2,9,13,0,1,0,GROUP00;LeCroy2,,,,,,
574,CH_2_9_14,2,9,14,0,1,0,GROUP00;LeCroy2,,,,,,
575,CH_2_9_15,2,9,15,0,1,0,GROUP00;LeCroy2,,,,,,
576,CH_2_10_0,2,10,0,0,1,0,GROUP00;LeCroy2,,,,,,
577,CH_2_10_1,2,10,1,0,1,0,GROUP00;LeCroy2,,,,,,
578,CH_2_10_2,2,10,2,0,1,0,GROUP00;LeCroy2,,,,,,
579,CH_2_10_3,2,10,3,0,1,0,GROUP00;LeCroy2,,,,,,
580,CH_2_10_4,2,10,4,0,1,0,GROUP00;LeCroy2,,,,,,
581,CH_2_10_5,2,10,5,0,1,0,GROUP00;LeCroy2,,,,,,
582,CH_2_10_6,2,10,6,0,1,0,GROUP00;LeCroy2,,,,,,
583,CH_2_10_7,2,10,7,0,1,0,GROUP00;LeCroy2,,,,,,
584,CH_2_10_8,2,10,8,0,1,0,GROUP00;LeCroy2,,,,,,
585,CH_2_10_9,2,10,9,0,1,0,GROUP00;LeCroy2,,,,,,
586,CH_2_10_10,2,10,10,0,1,0,GROUP00;LeCroy2,,,,,,
587,CH_2_10_11,2,10,11,0,1,0,GROUP00;LeCroy2,,,,,,
588,CH_2_10_12,2,10,12,0,1,0,GROUP00;LeCroy2,,,,,,
589,CH_2_10_13,2,10,13,0,1,0,GROUP00;LeCroy2,,,,,,
590,CH_2_10_14,2,10,14,0,1,0,GROUP00;LeCroy2,,,,,,
591,CH_2_10_15,2,10,15,0,1,0,GROUP00;LeCroy2,,,,,,
592,CH_2_11_0,2,11,0,0,1,0,GROUP00;LeCroy2,,,,,,
593,CH_2_11_1,2,11,1,0,1,0,GROUP00;LeCroy2,,,,,,
594,CH_2_11_2,2,11,2,0,1,0,GROUP00;LeCroy2,,,,,,
595,CH_2_11_3,2,11,3,0,1,0,GROUP00;LeCroy2,,,,,,
596,CH_2_11_4,2,11,4,0,1,0,GROUP00;LeCroy2,,,,,,
597,CH_2_11_5,2,11,5,0,1,0,GROUP00;LeCroy2,,,,,,
598,CH_2_11_6,2,11,6,0,1,0,GROUP00;LeCroy2,,,,,,
599,CH_2_11_7,2,11,7,0,1,0,GROUP00;LeCroy2,,,,,,
600,CH_2_11_8,2,11,8,0,1,0,GROUP00;LeCroy2,,,,,,
601,CH_2_11_9,2,11,9,0,1,0,GROUP00;LeCroy2,,,,,,
602,CH_2_11_10,2,11,10,0,1,0,GROUP00;LeCroy2,,,,,,
603,CH_2_11_11,2,11,11,0,1,0,GROUP00;LeCroy2,,,,,,
604,CH_2_11_12,2,11,12,0,1,0,GROUP00;LeCroy2,,,,,,
605,CH_2_11_13,2,11,13,0,1,0,GROUP00;LeCroy2,,,,,,
606,CH_2_11_14,2,11,14,0,1,0,GROUP00;LeCroy2,,,,,,
607,CH_2_11_15,2,11,15,0,1,0,GROUP00;LeCroy2,,,,,,
608,CH_2_12_0,2,12,0,0,1,0,GROUP00;LeCroy2,,,,,,
609,CH_2_12_1,2,12,1,0,1,0,GROUP00;LeCroy2,,,,,,
610,CH_2_12_2,2,12,2,0,1,0,GROUP00;LeCroy2,,,,,,
611,CH_2_12_3,2,12,3,0,1,0,GROUP00;LeCroy2,,,,,,
612,CH_2_12_4,2,12,4,0,1,0,GROUP00;LeCroy2,,,,,,
613,CH_2_12_5,2,12,5,0,1,0,GROUP00;LeCroy2,,,,,,
614,CH_2_12_6,2,12,6,0,1,0,GROUP00;LeCroy2,,,,,,
615,CH_2_12_7,2,12,7,0,1,0,GROUP00;LeCroy2,,,,,,
616,CH_2_12_8,2,12,8,0,1,0,GROUP00;LeCroy2,,,,,,
617,CH_2_12_9,2,12,9,0,1,0,GROUP00;LeCroy2,,,,,,
618,CH_2_12_10,2,12,10,0,1,0,GROUP00;LeCroy2,,,,,,
619,CH_2_12_11,2,12,11,0,1,0,GROUP00;LeCroy2,,,,,,
620,CH_2_12_12,2,12,12,0,1,0,GROUP00;LeCroy2,,,,,,
621,CH_2_12_13,2,12,13,0,1,0,GROUP00;LeCroy2,,,,,,
622,CH_2_12_14,2,12,14,0,1,0,GROUP00;LeCroy2,,,,,,
623,CH_2_12_15,2,12,15,0,1,0,GROUP00;LeCroy2,,,,,,
624,CH_2_13_0_BK,2,13,0,0,1,0,GROUP00;LeCroy2,,,,,,
625,CH_2_13_1,2,13,1,0,1,0,GROUP00;LeCroy2;Broken,,,,,,
626,CH_2_13_2,2,13,2,0,1,0,GROUP00;LeCroy2,,,,,,
627,CH_2_13_3,2,13,3,0,1,0,GROUP00;LeCroy2,,,,,,
628,CH_2_13_4,2,13,4,0,1,0,GROUP00;LeCroy2,,,,,,
629,CH_2_13_5,2,13,5,0,1,0,GROUP00;LeCroy2,,,,,,
630,CH_2_13_6,2,13,6,0,1,0,GROUP00;LeCroy2,,,,,,
631,CH_2_13_7,2,13,7,0,1,0,GROUP00;LeCroy2,,,,,,
632,CH_2_13_8,2,13,8,0,1,0,GROUP00;LeCroy2,,,,,,
633,CH_2_13_9,2,13,9,0,1,0,GROUP00;LeCroy2,,,,,,
634,CH_2_13_10,2,13,10,0,1,0,GROUP00;LeCroy2,,,,,,
635,CH_2_13_11,2,13,11,0,1,0,GROUP00;LeCroy2,,,,,,
636,CH_2_13_12,2,13,12,0,1,0,GROUP00;LeCroy2,,,,,,
637,CH_2_13_13,2,13,13,0,1,0,GROUP00;LeCroy2,,,,,,
638,CH_2_13_14,2,13,14,0,1,0,GROUP00;LeCroy2,,,,,,
639,CH_2_13_15,2,13,15,0,1,0,GROUP00;LeCroy2,,,,,,
640,MRD_x0_y0_z0,2,14,0,-1871,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
641,MRD_x0_y1_z0,2,14,1,-1838,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
642,MRD_x0_y2_z0,2,14,2,-1793,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
643,MRD_x0_y3_z0,2,14,3,-1806,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
644,MRD_x0_y4_z0,2,14,4,-1865,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
645,MRD_x0_y5_z0,2,14,5,-1823,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
646,MRD_x0_y6_z0,2,14,6,-1798,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
647,MRD_x0_y7_z0,2,14,7,-1823,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
648,MRD_x0_y8_z0,2,14,8,-1871,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
649,MRD_x0_y9_z0,2,14,9,-1836,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
650,MRD_x0_y10_z0,2,14,10,-1814,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
651,MRD_x0_y11_z0,2,14,11,-1781,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
652,MRD_x0_y12_z0,2,14,12,-1816,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
653,CH_2_14_13,2,14,13,0,1,0,GROUP00;LeCroy2,,,,,,
654,CH_2_14_14,2,14,14,0,1,0,GROUP00;LeCroy2,,,,,,
655,CH_2_14_15,2,14,15,0,1,0,GROUP00;LeCroy2,,,,,,
656,MRD_x1_y0_z0,2,15,0,-1805,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
657,MRD_x1_y1_z0,2,15,1,-1818,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
658,MRD_x1_y2_z0,2,15,2,-1860,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
659,MRD_x1_y3_z0,2,15,3,-1780,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
660,MRD_x1_y4_z0,2,15,4,-1841,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
661,MRD_x1_y5_z0,2,15,5,-1786,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
662,MRD_x1_y6_z0,2,15,6,-1864,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
663,MRD_x1_y7_z0,2,15,7,-1858,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
664,MRD_x1_y8_z0,2,15,8,-1876,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
665,MRD_x1_y9_z0,2,15,9,-1806,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
666,MRD_x1_y10_z0,2,15,10,-1853,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
667,MRD_x1_y11_z0,2,15,11,-1860,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
668,MRD_x1_y12_z0,2,15,12,-1844,1,0,GROUP00;ACTIVE;MRD;LeCroy2,,,,,,
669,CH_2_15_13,2,15,13,0,1,0,GROUP00;LeCroy2,,,,,,
670,CH_2_15_14,2,15,14,0,1,0,GROUP00;LeCroy2,,,,,,
671,CH_2_15_15,2,15,15,0,1,0,GROUP00;LeCroy2,,,,,,
